review,rating,products,brands,sentiment_score,sentiment
"I don't diet and luckily I'm not a diabetic, but I also don't see the point in extra calories for no...",5,[],[],0.11,Positive
This product is truly amazing.  I use it every day on my arms to help add moisture to my dry skin.  ...,5,[],[],0.273,Positive
"This dog food is absolutely wonderful.  If I could afford to, I would feed my dog only this.  My 2 y...",5,[],[],0.13,Positive
Product works great fleas get trapped and cant get loose .They have put an end to my flea problem bu...,5,[],[],0.081,Neutral
"Don't give up if you don't see these on your store's regular cracker shelves.  Kroger, e.g., carries...",5,[],['Kroger'],0.039,Neutral
If your focus is health and nutrition you can't go wrong with this product.<br /><br />One of the fi...,5,[],"['GI', 'GI']",0.15,Positive
"This is a delicious, slightly sweet coffee with a hint of cinnamon.  The shipping time was excellent...",4,[],['Amazon'],0.838,Positive
This is a very nifty carousel for my Tassimo t-discs.  Everything fits very nicely and the product i...,5,[],[],0.405,Positive
Bought this at a natural foods store and was at first worried when I saw the texture as it came out ...,5,[],[],0.41,Positive
Coffee has very smooth taste.  I had to do some research as to how to use the pods.  Best way I foun...,4,[],[],0.423,Positive
"A good, strong, but not bitter blend.  Might be a bit strong for some, but they have other varieties...",5,[],[],0.298,Positive
"I have for years taken lots of caffeine, in the form of stay awake kind of pills, and in the form of...",5,[],[],0.175,Positive
I ordered this not realizing it was decaf. The coffee is not exactly robust.  I like the Barista and...,1,[],['Starbucks'],-0.021,Neutral
"Got a 12 pack of these on Amazon Warehouse Deals for $6. @ $.25 per egg, they're a good deal but the...",3,[],['Amazon Warehouse Deals'],0.24,Positive
My elderly lab suffers from arthritis.  Her pain is greatly diminished by taking glucosamine and cho...,5,[],"['Hip Action', 'the Hip Action']",0.071,Neutral
"I enjoy eating ramen, and noodles in general, and since the powers-that-be took away our lunch break...",5,[],['Myojo'],0.08,Neutral
This green tea has great strong flavor even when brewed at the largest size. We love it!,5,[],[],0.415,Positive
A friend brought these when he came to visit from Belgium they are so delicious that I'm ordering mo...,5,[],[],0.833,Positive
"For decades I have cooked barley the long way - simmering for almost an hour, watching the pot so it...",5,[],[],0.171,Positive
"These are really, really good.  You wouldn't know that they were missing most things that make cooki...",5,[],[],0.465,Positive
This item would probably be great if it didn't feel and taste like sand in your mouth! I couldn't ch...,3,[],[],1.0,Positive
I set up a little coffee shop for myself on top of my washing machine!  Wonderful motivation to get ...,5,[],['Senseo'],0.18,Positive
The sauce is OK flavor but it takes a lot of sauce to get it to thicken. Bring the water to a boil a...,3,[],[],0.5,Positive
These cookies are excellent!  I like all the flavors in this brand but this one is probably my favor...,5,[],[],0.812,Positive
"As the title says, I love Corn-nuts dearly.  They are probably my favorite snack, right next to beef...",5,[],"['Snickers', 'Sell']",0.141,Positive
"I have ordered from this company before, and I always receive very quick, reliable service. The prod...",5,[],[],0.498,Positive
I absolutely LOVE the taste of these Cinnamon Brown Sugar Roasted Almonds - in fact I just can't sto...,5,[],"['LOVE', 'Cinnamon Brown Sugar Roasted Almonds -']",0.473,Positive
The above says it all--after much searching we finally found an Earl Grey that lives up to its name....,5,[],['EG'],0.135,Positive
"I'm baking bread with the ""Artisan Breads in 5 Minutes a Day"" book.  Just an observation:  I seem to...",4,[],"['the ""Artisan Breads', 'Fleischmann']",0.35,Positive
I just started buying this product. It is not available in local stores. I went to Target last Sunda...,5,[],"['Target', 'Amazon', 'Target', 'Target', 'Amazon']",0.204,Positive
Don't buy this product.  I read the reviews that said the product was stale and they all appeared to...,1,[],['Amazon'],-0.094,Neutral
"To be fair, I should say that I haven't ordered these cookies from Amazon.com yet, so I can't speak ...",5,[],['Amazon.com'],0.301,Positive
I purchased these so If I dont want to make a pot of coffee I can still have a great cup -I keep a f...,5,[],[],0.3,Positive
I found a recipe for chili that looked really good. The only difference in this recipe is that it re...,5,[],['Amazon'],0.507,Positive
I've been searching for a good source of figs since coming back from Oregon. all the ones I've found...,5,[],['Amazon'],0.205,Positive
These are the absolute best sweet and hot Jalapenos on the market....and we've tried several of them...,5,[],[],0.362,Positive
"These chips taste awesome. And unlike most other flavored chips, they actually make sure that plenty...",5,[],[],0.247,Positive
Coffee Storage Drawer Holds 36 Keurig K-cup Pods by DecoBros®: This is a great addition to my kitche...,5,[],['Coffee Storage Drawer Holds'],0.364,Positive
Was really surprised at the size of the plant and would order from this company again.  Packed very ...,5,[],[],0.15,Positive
"I have a Jack Russell Terrier who loves these dog treats...he is a very finicky eater, but he can't ...",5,[],[],0.33,Positive
"I'm sorry all the stores seem to have discontinued this product -- but with Amazon.com, you can buy ...",5,[],['Amazon.com'],0.113,Positive
Bought this for my son who is lactose intolerant and he just loves it.  The taste is great and the p...,5,[],[],0.505,Positive
"One little bottle of this (and they are little), and I had a gallbladder flare-up. I didn't get any ...",2,[],[],-0.125,Negative
"I ordered these cookies for my husband as he's diabetic and loves peanut butter treats, so it was no...",5,[],[],0.374,Positive
"I like to add a little flavoring to my Columbian coffee, but I don't like anything overpowering. I h...",5,[],['Starbucks Vanilla Flavored Coffee'],0.38,Positive
"I have tried all kinds of dried tomatoes, and had concluded that people who like them must be crazy....",5,[],[],0.153,Positive
This was the 2nd time I tried Pamela's bread mix & it's the closest to regular bread that I have fou...,5,[],['Great Product'],0.267,Positive
"The top of the line of Jim Beam's Small Batch Collection, Bookers is a 127.9 proof monster (at least...",5,[],"[""Jim Beam's"", 'Small Batch Collection', 'Bookers', 'Booker', 'Alcohol', 'Bookers']",0.148,Positive
"First a comment on the Natural Flavor - As many other reviewers have noted, the natural popcorn is a...",5,[],"['the ""Sweet & Salty']",0.284,Positive
I have almost every other TB sauce and bought this to add to my sauce collection.  It's thicker than...,4,[],"['TB', 'TB']",-0.125,Negative
I love these Chiclets! I do not go for sugar free gum and that seems to be the only choices these da...,5,[],[],0.205,Positive
I love the crunchy version of the rebar. It is very filling as well. A great way to get your veggies...,5,[],[],0.389,Positive
"I've tried a lot of different beef jerky products, including <a href=""http://www.amazon.com/gp/produ...",5,[],['Amazon'],0.384,Positive
I love blackberries and blackberry flavor. It is a very tricky taste to impart as I have found in my...,4,[],['Izze'],0.3,Positive
The Royal Oak Virginia Salted Peanuts are great. I would highly recommend these<br />and will reorde...,5,[],['The Royal Oak Virginia Salted'],0.32,Positive
Not Blenheims (the gold standard in apricots :) but I have had far worse than these. The fruits are ...,4,[],[],0.144,Positive
"I would buy this pasta even if I weren't carb conscious.  Made from an italian recipe, the result is...",5,[],[],0.023,Neutral
"Counting rescue kitties I have 13 cats that I ""treat"" on a daily basis and not a one turns their nos...",5,[],[],0.083,Neutral
All boxes were fresh. The bran part gets soggy pretty quick and the raisens tend to sink to the bott...,5,[],['Raisen Bran Crunch'],0.381,Positive
"Green Mountain ""Nantucket Blend"" K-Cups make a very good cup of coffee in my <a href=""http://www.ama...",5,[],"['B-40 B40 Elite Gourmet', 'People, Donut Shop K-Cups', 'Amazon Frustration-Free']",0.278,Positive
These coco nibs have a very satisfying chocolate taste without added fat and sugar. I add 1/4 cup to...,5,[],[],0.207,Positive
"I am always on the lookout for a healthier not too sweet but crunchy & tasty little snack, and I cam...",5,[],[],0.288,Positive
We gave our dog 2 of these treats and they made him ill all night...I will spare you the details but...,1,[],[],-0.2,Negative
"I LOVE these fruit strips. One review said that they were a brown color, ""nothing like the red pictu...",5,[],[],0.164,Positive
I make 3 to 4 2-lb loaves every week. I make enough grocery store runs for flour; it's nice not to b...,5,[],[],0.48,Positive
"Ive enjoyed the coffee. I was a little skeptical but the coffee tastes great, the pods work great an...",5,[],[],0.23,Positive
These are great as I use them in chicken Tajine. One bottle leaked all over the inside of the shippi...,5,[],['Tajine'],-0.032,Neutral
"After reading all the positive reviews, I was really looking forward to finally getting a very low c...",1,[],[],0.066,Neutral
Monin Peach Flavored Syrup tastes great!  I was looking for a syrup to imitate the flavor of the pea...,5,[],['Monin Peach'],0.585,Positive
Someone recommended using dutch cocoa for my Christmas baking this year.  I am so glad they did!  It...,5,[],[],0.346,Positive
The flavor of the salt is very nice ! Purchased it upon reading about it's many health benefits. The...,5,[],[],0.387,Positive
"These are my favorite cookie.  Crunchy and then melt in your mouth, with little pieces of ginger.  I...",5,[],[],0.133,Positive
"I ordered these noodles after reading about them on Hungry Girl.  Yes, they smell when you open them...",4,[],[],0.083,Neutral
I sent this to a friend and with free shipping who can beat the price. My mom saw it and said it was...,5,[],[],0.467,Positive
"So so good that my dad who is very hard to please, asked me if I could write the company and get the...",5,[],[],0.274,Positive
Save on money. buy this hot chocolate in bulk. Its sooo good and great anytime.,5,[],[],0.583,Positive
"These bars are one of the best tasting when it comes to gluten free, healthy-ish protein bars.  The ...",4,[],[],0.329,Positive
It is very close to the flavor of the barbecue sauce that you get in American-Chinese restaurants; i...,5,[],[],0.2,Positive
"The first thing I look for in a water is the aftertaste.  Some of them have a metallic, nasty taste ...",4,[],[],-0.106,Negative
"I was happy to find these on Amazon, it's my cat's preferred treat! I give them to her while I'm eat...",4,[],"['Amazon', 'Amazon']",0.17,Positive
"In June, my co-workers hosted a cupcake-themed birthday party for me. A co-worker who baked more tha...",5,[],"['TMJ', 'Amazon', 'TMJ', 'TMJ', 'Amazon']",0.306,Positive
I am not GF but my 7 year old daughter is and I like to try everything with her.  She almost did not...,5,[],"['STARBUCKS', 'Whole Foods']",0.314,Positive
"My unmanageable mane of hair currently falls to the middle of my back.  It's very fine, tangles easi...",4,[],"['Cheaper', 'Shea']",0.184,Positive
"I have not found a bad ""Keurig"" coffee version yet.  This one included. Since receiving my machine I...",5,['Starbucks'],['Starbucks'],0.119,Positive
Chips are great.  My 11 year old son loves them in his lunch too.,5,[],[],0.45,Positive
This gluten free granola is absolutely delicious.  Everyone who has tried it (gluten intolerant or n...,5,[],[],0.479,Positive
I don't understand why these are from China if the nuts are from California. What a waste and not a ...,3,[],[],-0.069,Neutral
Couldn't believe these. Almost all (at least 80%) are whole nuts. Waited to write this review until ...,5,[],[],0.227,Positive
"This is a tasty tea with a purpose; however, it really doesn't work for me as well as it does for th...",3,[],[],0.45,Positive
"I really wanted to disagree with customer Wallace about this, and decided to take the plunge anyway ...",1,[],"['PEEL', 'Pink Grapefruit', 'Amazon']",0.11,Positive
Not long ago my husband and I went to a small coffee shop for breakfast. We ordered almond flavored ...,5,[],['Success'],-0.045,Neutral
I was pleasantly surprised by the taste of the Chipotle Sauce.  It is kind-of like a spicy mayonnais...,4,[],['the Chipotle Sauce'],0.467,Positive
"Barbara, if you read your reviews, please listen.  Your cereal doesn't taste the same as it used to....",2,[],[],0.055,Neutral
"I tried this product to see if I could make creamy, starbucks quality spiced chai at home and was un...",3,[],[],0.5,Positive
These are so delicious and healthy. They are a great snack for eating while in the car.,5,[],[],0.767,Positive
"A refreshing cold beverage and a soothing, perfect, hot cup of tea. Offers healthful benefits.",5,[],[],0.25,Positive
"I first saw this in Ross, strange place for dog food but I grabbed one. My dog loved it so much. I h...",5,[],['Amazon'],0.138,Positive
"this pineapple product is wonderful. However, I wish they had smaller cartons, 12 bags is way too mu...",5,[],[],0.333,Positive
This is very misleading. If you read up on it the Wilton website admits this is will not harden and ...,1,[],['Royal Icing'],0.246,Positive
"After trying many products, the Papa's Loaf is a product, that in my opinion, comes closest to regul...",4,[],[],0.35,Positive
I purchased popcorn from Discount Tommy twice now...The popcorn packets are great and easy to use in...,5,[],[],0.456,Positive
I buy these for my elderly grandfather who needs to watch his salt and fat intake.  He loves them an...,4,[],[],0.046,Neutral
these are the best chips out there.. nothing can beat this taste. if you like honey mustard then you...,5,[],[],0.5,Positive
I decided to try Tully's brand French Roast and Medium Roast decaf coffies in Kcups from my local St...,5,[],"['Kcups', 'Amazon.com', 'dates)<br', 'Amazon', 'Starbucks']",0.149,Positive
The aged white cheddar Pirates Booty is hands down one of my favorite dry salty snacks.  I've been e...,5,[],"[""Pirate's"", 'Booty']",0.111,Positive
It was a nice product with a value price what can I say but great job and thank you,4,[],[],0.7,Positive
"The Licorice spice tea is fragrant and delicious.<br />I was given some to try, and was so excited a...",1,[],"['Licorice', 'amazon.com', 'Blood', 'Premium Licorice Spice Herbal Tea']",-0.059,Neutral
"I really love this Hot Chocolate. First found it in Whole Foods and bought it as it was organic, fai...",5,[],['Whole Foods'],0.305,Positive
pros:<br />+ resistant to overbrewing (getting bitter) when left to steep for long periods of time<b...,2,[],"['Yamamotoyama-Loose-Sencha-Green-7-Ounce/dp/B003XUL1MK/ref', 'UTF8&qid=1331447807&sr=8-5']",-0.009,Neutral
"Smarties Bubble Gum is soft to chew, sweet as the sun is hot, and makes great bubbles. The flavor la...",5,[],[],0.425,Positive
Great price compared to the supermarkets.  My dog loves these and they seem less processed than most...,5,[],[],0.3,Positive
I tried the Fog Chaser. It was rich and satisfying. I stored the yet-to-be-used pods in a ziplock ba...,5,[],[],0.299,Positive
The dark chocolate in this product combined with various liquors is delicious. I wish I could buy th...,5,[],[],0.57,Positive
"We have several cats, one of which has had a vomiting problem for many years.  We tried many cats fo...",5,[],"['Science', 'the Science Diet']",0.331,Positive
"I prefer my own homemade chili using Worthington Vegetarian Burger, but these are pretty good for a ...",4,[],['Worthington Vegetarian Burger'],0.417,Positive
"Yes, I know. It says ""vanilla"" and you expect it to taste like vanilla. What am I complaining about?...",3,[],[],0.173,Positive
I'm amazed how many are being so easily fooled.  What you're seeing is a GENERIC ingredient list tha...,5,[],['Ethyl Acetate'],0.276,Positive
So tired of washed-out tasting tomatoes in the produce section all winter... and WOW!  These tomatoe...,5,[],['WOW'],0.265,Positive
"I love tea and have been a tea drinker since childhood. When I had my first sip of tea, I knew tea w...",5,[],['Lipton'],0.268,Positive
I finally got around to reading the Ovaltine container to see why this tasted thinner.  What do you ...,1,[],['Ovaltine'],0.261,Positive
"This year, I have been plagued with allergies and hay fever more than ever. Reluctantly, I have take...",5,[],['Amazon'],0.224,Positive
Wow made from corn and may contain soy?  That's a double whammy of frankenfood!  I'm sure if people ...,1,[],['Kelloggs'],0.064,Neutral
"The mix tasted terrible, no matter how much tequila and lime juice used. Yo are better off to purcha...",1,[],[],-0.1,Negative
"I highly recommend Kind Plus protein bars. They're tasty, satisfying and get me through a workout or...",5,[],[],0.311,Positive
WE ENJOY FEEDING OUR DOGS THIS GREAT FOOD AND IT IS NICE TO KNOW THAT IT ISN'T FILLED WITH FILLERS O...,5,[],[],0.437,Positive
This stuff is incredible...put it on pork chicken (or any meat really) especially as you're cooking ...,5,[],[],0.006,Neutral
I give this 5 stars because I was notified immediately that there was a delay in my order and when I...,5,[],[],0.243,Positive
I'm not computer savvy but Amazon.com has the quickest shipping and really cared about my satisfacti...,5,[],"['Amazon.com', 'Amazon.com']",0.273,Positive
good moist satisfying cookie. I like these cookies because they are natural but still taste good and...,4,[],[],0.304,Positive
A lot of the reviews claim that some of the pieces were hard or dry. Every package of jerky is going...,5,[],[],0.108,Positive
I first ate Alpen many years ago and now I eat the no sugar added version.  It has been available lo...,5,[],"['Whole Foods', 'Amazon.com']",0.336,Positive
LOVE these crackers. I eat them as much as my kids do! My kids tend to pick out the chocolate chip b...,5,[],[],0.406,Positive
this is exactyl what i have been searching for for over a year.  it was availabe for a while in my l...,4,[],[],0.1,Neutral
"must correct my critique. cellas i got from lakewood candies were stale , out of date 6 months. shou...",1,[],[],-0.5,Negative
"The coffee was (and still is) my favorite coffee.  It was<br />as good as I expected, and I would or...",5,[],['LOTS'],0.375,Positive
"These cookie bars are good for a wheat-free alternative, but as far as overall taste goes I can take...",3,[],[],0.267,Positive
This gravy is great over mashed potatoes and also terrific when you add a couple of packets to a big...,5,[],[],0.2,Positive
"This is a great snack when you are on the go!  It's satisfying and sweet.  It is a little sticky, bu...",4,[],['LOVE'],0.352,Positive
I was thrilled to find this tea. It has a wonderful robust flavor. Do yourself a favor and go to you...,5,[],[],0.426,Positive
"These are the best ginger candies/chews I've ever tried.  The ginger flavor is stronger, and more in...",5,[],[],0.403,Positive
This coffee is great while on the go or just wanting a cool refreshing Cup of Joe and a warm day.,5,[],[],0.562,Positive
I am not happy with the Organic Liver for dogs.  It is too mushy and should be mixed with dry food. ...,2,[],[],-0.161,Negative
My two little dogs have better breath and their teeth look whiter.  Small dogs have lots of dental p...,5,[],[],0.021,Neutral
"I love coffee.<br /><br />I drink it in the morning, in the afternoon, and right before bed.  Howeve...",5,[],"['caribou', 'K-Cups']",0.321,Positive
I wasn't really a coffee drinker until I got the Keurig.  I don't like the coffee that sits in the p...,5,[],[],0.394,Positive
i love these bars. i've tried all the flavors and they're all pretty darned great. i eat them more f...,5,[],[],0.57,Positive
"These machines are great, unfortunately the coffee used in the Douwe Egberts pods is horrible.  I wa...",1,[],['Douwe Egberts'],0.015,Neutral
the only test I know is if my dog will eat both his meals everyday.  if he does and doesnt have wate...,3,[],[],0.3,Positive
"I like just about all the Dr. McDougall foods. The taste of this one if pretty mild, but good.<br />...",4,[],[],0.108,Positive
I started using this hemp protein when I was pregnant as an alternative to soy and whey. As I am not...,5,[],[],0.273,Positive
"My three-year-old and I both love this granola. We eat it almost every morning -- mine with yogurt, ...",5,[],[],0.149,Positive
"I first ordered a pound from another vendor, but it just didn't last. This 6 lb. fudge brick is sure...",5,[],[],0.193,Positive
This was my first time cooking with a Prima Taste kit and was impressed by the full flavor when maki...,4,[],[],0.115,Positive
Tommy loves Wellness and he really enjoyed this flavor. I always buy it in the bulk (30lbs) and he d...,5,[],['Wellness'],0.417,Positive
Health food and beer food in one package.  My new favorite snack.  Over use can lead to shall we say...,5,[],[],0.318,Positive
"Our pair cannot ever seem to agree on the same food, be it canned or dry! This is the first one they...",4,[],[],-0.02,Neutral
One of the three containers was open and had spilled over half out all over the package..not pleased...,1,[],[],0.111,Positive
"I sent this to my son for a snack during finals week.  It didn't arrive as scheduled, so he didn't h...",5,[],[],0.25,Positive
My 2 dogs go crazy over this food!  I made the decision to switch them to it after reviewing all the...,5,[],"['Merrick food', 'Amazon']",0.059,Neutral
My cats think this food is the cat's meow.  I think that cats who have been fed grocery-store-type f...,5,[],['fed'],0.122,Positive
"This bar tastes just like pecan pie!!!<br /><br />It is truly amazing. There is no flour, sugar, egg...",5,[],[],0.186,Positive
"I make protein shakes for breakfast and peanut butter and banana isy fave!!! However, peanut butter ...",5,[],['Sooooo'],0.26,Positive
I purchased some macha at a health food store and figured it was the best quality. I was assuming th...,5,[],"[""---I'm""]",0.566,Positive
"One of the best coconut waters on the market, price is excellent with subscription.<br /><br />PRO: ...",4,[],[],0.284,Positive
I just finished having pancakes made fro this mix. It was a free sample given at a gluten-free food ...,5,[],[],0.242,Positive
This is for puppies the bag is super small!!!The bag didn't last more than a day. I thought it was f...,2,[],[],0.417,Positive
Have ordered a variety of these Indian meals and love them all.  Fast and easy to prepare and the<br...,5,[],[],0.48,Positive
"Cats love it! And Wellness is a brand I trust. Cats only get canned food once a week as a treat, and...",5,[],['Wellness'],0.186,Positive
I am addicted to these cookies.  They taste much better than the regular ones.  The only draw back i...,4,[],[],0.071,Neutral
"When I opened the much-anticipated package, it smelled dusty and stale, which should have been my fi...",2,[],[],0.004,Neutral
I purchased Emeril's Big Easy Bold K-cups for my wife who prefers strong black coffee and found this...,5,[],[],0.219,Positive
I purchased this because I wanted a decaf white tea that had some flavor to it.  I normally don't en...,4,[],"['Amazon', 'Amazon', 'Stash']",0.154,Positive
"I keep this cereal on hand all the time.  I like the taste.  It is low fat, low sodium and has 3 gra...",4,[],['Amazon'],0.175,Positive
From what I can tell the only reason that these treats have the Greenies name is because they are ma...,3,[],[],0.002,Neutral
Very good.  It's like a not too sweet snack.  And the red bean paste is just a nice contrast with th...,5,[],[],0.392,Positive
What a blessing that I have a glutinous kitty that will swallow food whole. He just devours these an...,5,[],[],-0.047,Neutral
I tried this soup several months and I loved it so much that I reordered it again and again.  Can't ...,5,[],[],0.42,Positive
This is exactly what I was looking for but couldln't find at more local store. I wouldln't have orde...,3,[],[],0.25,Positive
"To some HISPANIC means hot and spicy. This is neither, it's rather TASTY! This is the BEST chicken b...",5,[],[],-0.079,Neutral
Or when you want to feel like you are on a tropical vacation.  Easy to make and fun to drink.  Yum!,5,[],[],0.404,Positive
My friend (has three kids) recommended that I buy these for my 6 month old. I couldn't find them in ...,5,[],[],0.386,Positive
"With Prime, Ship and Save and the size of the bag, the cost can't be beat in NYC.  We also love that...",5,[],['Amazon'],0.492,Positive
When I received this basil there were a few small holes in the bag. They may have been there for a w...,3,[],['Frontier'],-0.05,Neutral
There is no coffee in this K-cup. How do I know? The cup is completely empty when the Krueg is done ...,3,[],['Hot Chocolate'],0.172,Positive
This is the best tea I have ever tasted at home.  The flavors are blended perfectly.  I like to fill...,5,[],[],0.833,Positive
The Pork Shake N Bake has always been a simple way to make any old chop a good bit tastier. With min...,4,[],"['The Pork Shake N Bake', 'the Shake N Bake']",0.098,Neutral
"As a chocolate lover and sometime baker and pastry chef, I set out to find out exactly what these co...",3,[],['Nabisco'],0.111,Positive
It has more calories and nutrients compared to other products.<br />reasonable price. easy to carry....,5,[],[],0.265,Positive
I received this sampler as a gift and was pleasantly surprised at the quality of the beans and the n...,5,[],[],0.28,Positive
"The bonsai money tree came in good health and has flourished, but I've been yelled at by everyone in...",4,[],[],0.31,Positive
"From my wife Sarah: The flavor is decent though not outstanding, but I still use this product since ...",4,[],"['ON A', 'ON A', 'Amazon', 'Amazon']",0.235,Positive
"I love this topping; I not only use it on ice cream, I use it every day IN my morning coffee instead...",5,[],['Redner'],0.181,Positive
"THIS WAS EXACTLY WHAT I WAS NEEDING. GREAT PRICE, GREAT QUALITY, GREAT SERVICE!!!IT IS GREAT TO KNOW...",5,[],"['GREAT QUALITY', 'GREAT SERVICE!!!IT', 'GREAT']",0.627,Positive
"The is a winner!  It's very convenient, and has all the taste you're looking for.  Somewhere in my m...",5,[],[],0.038,Neutral
"Arrived on time, with the package intact.  Absolutely no problems with buying this product and plan ...",5,[],[],0.133,Positive
Have started sprouting again and am enjoying these seeds.  I use them in my salads and sandwiches.  ...,5,[],[],0.495,Positive
"BOTTOM LINE<br />Schar makes the best gluten free bread, bar none.  These are indistinguishable from...",5,[],[],0.292,Positive
I really like this stuff but was a little annoyed that in 2 of my vials the product had solidified. ...,3,[],[],-0.092,Neutral
"This one is okay. The hazelnut flavoring is very mild so I had a hard time discerning it at all, but...",3,[],[],0.335,Positive
"These cookies are fantastically tasty,& arrived with only a little breakage (other reviewers complai...",5,[],['WAY'],0.091,Neutral
I was looking for emulsifier when I encountered a few website suggesting lecithin. Then I realized i...,4,[],[],0.286,Positive
"The 3 individual chambers of corn, salt and butter/oil in 1 pack are cumbersome to open. Could be de...",5,[],[],0.325,Positive
"I have never reviewed an item before, but taking the time to review the Baby Brezza because of the u...",1,"['Baby Brezza', 'Baby Brezza']","['Amazon', 'Customer Service', 'Amazon', 'Amazon']",0.096,Neutral
"I've tried Revolution tea before, but this one came as a surprise.  It's very well balanced in terms...",5,[],[],0.191,Positive
"As Various coffees are offered by Amazon at good prices, foolishly I buy them to try them out. To be...",2,[],['Amazon'],0.38,Positive
"i'm addicted to nuts, i know it sounds funny but i am and these are no exception but i thought i'd l...",5,[],[],0.083,Neutral
"Not sure what's in this stuff, but it tastes odd, kind of like raw garbanzo bean flour.  I won't buy...",1,[],[],-0.012,Neutral
"Really nice for bringining camping.  If you are looking for hot dogs for grilling, however, try the ...",4,[],"['Big Franks', 'Amazon', 'the LL Big Franks']",0.111,Positive
"The latest Quaker Oatmeal Squares flavor claims ""just a hint of Cinnamon"" and just the hind was perf...",4,[],"['Quaker Oatmeal Squares', 'Cinnamon']",0.292,Positive
I love these chips and they are expensive in the grocery store.  This was a great buy.,5,[],[],0.267,Positive
"These make a quick filling breakfast when I go to the gym and then straight to work. I like them, bu...",4,[],[],0.344,Positive
"Somewhere between a rice cake and a potato chip in texture, PopChips are an excellent low calorie sn...",5,[],"['PopChips', '/>Salt & Pepper - Good', '/>Sour Cream & Onion - Hands']",0.254,Positive
I have tried all of the Bai and Bai5 antioxidant infused beverages and I must say that this is one o...,4,[],[],0.171,Positive
"On the cover, pink guava and coconut sounds very interesting and tasty.<br /><br />It was the comple...",2,[],[],0.284,Positive
"<a href=""http://www.amazon.com/gp/product/B001EO5U3I"">McCANN'S Steel Cut Oatmeal, Traditional, 28-Ou...",5,[],[],0.09,Neutral
I have a sensitive stomach and I have a hard time swallowing solid food in the morning.<br /><br />I...,5,[],[],-0.015,Neutral
"After being weaned off his Blue Buffalo puppy food, our allergy sensitive dog took to the Fish and S...",5,[],['Sweet Potato'],0.178,Positive
They're somewhat fragile and almost too big to consume in a single bite (I'm a full-grown man) but t...,5,[],[],0.28,Positive
Snapea Crisps taste so good. I ordered a second case. The whole family likes them. 5 Stars,5,[],[],0.3,Positive
I admit I don't usually drink decaf but this is a favorite in my office and I felt it deserved a goo...,5,[],[],0.317,Positive
The product was perfect with an extra gift included.  The apples are real dried apples and work wond...,5,[],[],0.496,Positive
"For someone who doesn't/can't have a lot of sodium, this was a great find. Now the whole house is us...",5,[],"['Heinz', 'Heinz']",0.068,Neutral
"These are amazing little bars. Filling, yummy and all natural. The chocolate mint flavor is nice tho...",5,[],[],0.15,Positive
"Even though there is a statement right on the front of these packages of gum that claims ""Gluten Fre...",1,[],"['GF/Celiac', 'Spry']",-0.015,Neutral
"I love artichokes, and although not as nice as fresh, these are delicious! They are quite large and ...",5,[],[],0.446,Positive
I always send See's as a gift to relatives!  They are worth the extra shipping cost and have always ...,5,[],[],0.433,Positive
"Very good product, made excellent cinnamon candy.  Arrived as ordered, very satisfied.  Also great f...",5,[],[],0.511,Positive
"Amazon shipped the soup, it arrived in 3 days and it was awesome! Nong Shim Rules!<br />I highly rec...",5,[],['Amazon'],0.6,Positive
"I love these Snapea Crisps!  They have a nice crunch, and the infusion of green peas gives great col...",5,[],[],0.498,Positive
"Yes, it has the ""fake sugar"" taste, but it's okay.  The real downside to the product is the price.  ...",3,[],"['the K-Cup', 'the K-Cup']",0.171,Positive
"My family and I love this snack.  We have ordered this on subscribe and save, not only because we sa...",5,[],[],0.367,Positive
"Cornnuts are amazing, yet hard to find. These crispy kernels of goodness are low in salt and a lot l...",5,[],['MSG'],0.19,Positive
"You would think not much could be said about pouches of nuts, however...<br /><br />Many of these pa...",5,[],[],0.22,Positive
"First off, i would have to say that I did not find the Bacon flavor to be appealing at all.<br /><br...",5,[],['Bacon'],0.129,Positive
"Had my big noble boy dog, who had been with me for ten years, die of Cancer recently. He was a anima...",5,['Cancer'],"['Cancer', 'Wellness', 'Wellness']",0.262,Positive
"Tried this, recently, (in all dry flavors) for my German Shepherd Dog. At first, he wouldn't touch i...",3,[],[],0.071,Neutral
Nothing spectacular.  It wasn't as sweet as I'd expected nor as flavorful.  It seems like I would ne...,3,[],[],0.283,Positive
Delicious!  A very definite treat for the tea lover.  'Will continue to order Stash teas from Amazon...,5,[],['Amazon'],0.542,Positive
I normally love Larabars. I have tried a few favors and have loved them all but there is something r...,1,['Larabars'],[],0.032,Neutral
My husband loves LifeSavers and even though my daughter thought orange mints sounded disgusting I th...,1,['LifeSavers'],['Orange Mint LifeSavers'],0.207,Positive
I used to love the smokehouse almonds but the last few cans I bought SUCKED! Bland with little flavo...,1,[],[],-0.021,Neutral
These were well worth ordering because the Melba Toast was Not the best choice for me on the hCG die...,5,[],['the Melba Toast'],0.101,Positive
Very good buy for the money.  No other store or web site had anything quite as good for the low pric...,4,[],[],0.418,Positive
"I love that these have NO added sugar.  They are fresh, plump and juicy.  I add them to plain yogurt...",5,[],['Amazon'],0.236,Positive
I was so excited to receive the product I immediately cooked a bag.  What a disappointment!!  The ta...,2,[],[],0.191,Positive
When I ordered this product I received free shipping. Since then they have added shipping and it is ...,5,[],[],0.515,Positive
If you like Musli this is the one to choose.  I've never tasted anything so good!!  There are tons o...,5,[],['Musli'],0.333,Positive
